Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
EIF1B	2.1127476656855607e-39	0.7518746984184372	0.624	0.554	7.708359858253768e-35	TRUE	Other	34.11303801887312
DYNC1I2	3.234881708369916e-39	-0.3104343970936416	0.235	0.347	1.1802465912987638e-34	TRUE	Other	33.92802724519222
LRIG1	3.2444105351311666e-39	-0.14922459342703695	0.012	0.05	1.1837231837426064e-34	FALSE	Other	33.92674984645501
CALU	5.19698958909804e-39	-0.33704954946361276	0.182	0.282	1.8961216515824199e-34	TRUE	Other	33.722133802590726
ANXA1	5.3718016443183155e-39	0.2598512588003583	0.973	0.957	1.9599018299295375e-34	TRUE	Other	33.707765681596406
GPCPD1	5.925968278288518e-39	-0.33476305270672957	0.447	0.571	2.1620895263335656e-34	TRUE	Other	33.66512632703966
EZR	6.001640710543441e-39	0.5888924932698991	0.51	0.406	2.1896986132417747e-34	TRUE	Other	33.65961565667285
S100A4	7.001237306106187e-39	0.2100686802748184	0.956	0.971	2.5544014311328427e-34	FALSE	Other	33.59271085115005
PAPSS2	7.969054852161915e-39	-0.2568721278705568	0.047	0.11	2.9075096628112747e-34	TRUE	Other	33.53647883326378
CXCL1	1.2687561746293415e-38	0.9614895335706616	0.3	0.197	4.629056903135153e-34	TRUE	Other	33.33450748057694
CD300E	1.786111208921286e-38	-0.2917693948373046	0.641	0.735	6.516626745749312e-34	TRUE	Other	33.18597715347175
TANC2	1.8861931629796591e-38	-0.25331288353643067	0.083	0.161	6.881775755131287e-34	TRUE	Other	33.162299483109415
PID1	1.9335759785244645e-38	-0.4430026804261823	0.249	0.347	7.05465195764651e-34	TRUE	Other	33.151524407367056
PCNX1	2.3799663446795916e-38	-0.2363841139736501	0.1	0.186	8.68330720856349e-34	FALSE	Other	33.061314833709126
IDO1	2.61412186109273e-38	-0.2673210168654997	0.009	0.043	9.537623610196824e-34	TRUE	Other	33.020559820425945
PTTG1IP	2.7416450096210134e-38	-0.3881088408475888	0.237	0.342	1.0002891817602267e-33	TRUE	Other	32.99987442811294
NSA2	2.872913092963175e-38	0.32900027071114213	0.695	0.629	1.0481823419676143e-33	TRUE	Other	32.97956316084276
