Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
LINC00847	0.00354263239405808	-0.03758281159419513	0.046	0.06	1	FALSE	Other	-0
ALDOC	0.00354320389811447	0.02249301588196817	0.007	0.003	1	FALSE	Other	-0
HDAC3	0.00354356805667033	-0.02283626093077059	0.051	0.066	1	FALSE	Other	-0
UNC119B	0.00355427825575125	-0.01207928289905352	0.007	0.013	1	FALSE	Other	-0
RO60	0.00356890942227096	-0.02622710319667365	0.17	0.196	1	FALSE	Other	-0
INTS14	0.00356973568109048	-0.02392534870815031	0.017	0.025	1	FALSE	Other	-0
SPNS3	0.00359985722805126	0.03919736064569347	0.014	0.008	1	FALSE	Other	-0
PHOSPHO2	0.00360164954745835	0.0202514761972717	0.005	0.001	1	FALSE	Other	-0
DROSHA	0.00360944568916255	0.03263395563550141	0.013	0.006	1	FALSE	Other	-0
DNAJC24	0.00360964538253197	-0.00593221034625832	0.027	0.037	1	FALSE	Other	-0
HARBI1	0.00361407399623593	-0.01472251397091305	0.003	0.007	1	FALSE	Other	-0
COX11	0.00367445080919805	0.04247655631470737	0.034	0.023	1	FALSE	Other	-0
EIF2AK3-DT	0.0036830843929543	0.06899181543792106	0.028	0.018	1	FALSE	Other	-0
ZNF800	0.00368787552139821	-0.01993521169732948	0.144	0.168	1	FALSE	Other	-0
DHX38	0.00369404681681969	-0.0071488541291611	0.074	0.091	1	FALSE	Other	-0
SCAPER	0.00369469799519618	0.07998803248860073	0.043	0.031	1	FALSE	Other	-0
BTBD11	0.00369697435066387	0.04580762713618281	0.02	0.012	1	FALSE	Other	-0
CD79B	0.00370408234784696	0.07087472575781105	0.026	0.017	1	FALSE	Other	-0
COPS5	0.00372982480588723	-0.0170473485718855	0.118	0.14	1	FALSE	Other	-0
AC007950.2	0.0037431096994864	0.06000649416132558	0.039	0.028	1	FALSE	Other	-0
FAHD2A	0.0037461676460359	0.03951785976909637	0.018	0.011	1	FALSE	Other	-0
AGPAT1	0.00375714556934655	0.06922804528917283	0.039	0.028	1	FALSE	Other	-0
DHX16	0.00376300230666372	-0.02545634039394567	0.061	0.076	1	FALSE	Other	-0
TGS1	0.00376334094112947	-0.0121370906944434	0.072	0.089	1	FALSE	Other	-0
PRKD2	0.00376682917451742	0.05716783167228698	0.029	0.019	1	FALSE	Other	-0
ERN1	0.00376698883532989	-0.06777576832383436	0.154	0.178	1	FALSE	Other	-0
AC005523.2	0.00376969733270423	-0.02368995089994789	0.018	0.027	1	FALSE	Other	-0
RALGPS2	0.00377176771043096	-0.01086494453045466	0.041	0.055	1	FALSE	Other	-0
