Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
FAM193A	5.653255249087518e-4	-0.1203958798396904	0.052	0.075	1	FALSE	Other	-0
PARVG	5.693989643005536e-4	0.0748362478445144	0.055	0.034	1	FALSE	Other	-0
COPS4	5.70059580760478e-4	-0.06767477466933183	0.043	0.063	1	FALSE	Other	-0
AL512625.1	5.70399365149422e-4	0.0328362035733139	0.011	0.003	1	FALSE	Other	-0
CDK2AP1	5.705080880818568e-4	-0.04214134087159389	0.021	0.036	1	FALSE	Other	-0
RAB18	5.737147444070719e-4	-0.1315522631321444	0.167	0.202	1	FALSE	Other	-0
NSUN5	5.749884737522662e-4	-0.08608287707771747	0.011	0.023	1	FALSE	Other	-0
ORAI1	5.787925042640474e-4	-0.02755254733463824	0.062	0.088	1	FALSE	Other	-0
PDAP1	5.826527052524552e-4	-0.08976266420097057	0.122	0.154	1	FALSE	Other	-0
AL117344.2	5.866448735333443e-4	-0.02344294429021849	0.008	0.018	1	FALSE	Other	-0
ARL1	5.888700999274027e-4	-0.07168050441513496	0.091	0.12	1	FALSE	Other	-0
RCSD1	5.923000432246818e-4	0.1957961284861397	0.176	0.143	1	FALSE	Other	-0
SLC4A2	5.932266982059038e-4	-0.02894626600806114	0.026	0.043	1	FALSE	Other	-0
FAM207A	5.936200251655236e-4	0.07369026842123201	0.029	0.015	1	FALSE	Other	-0
PYCR2	5.94765107844139e-4	-0.05545032661740143	0.02	0.035	1	FALSE	Other	-0
RAB24	5.956348967969239e-4	0.06828154395200121	0.037	0.02	1	FALSE	Other	-0
TMEM8A	5.966977469542564e-4	-0.04234326227709135	0.02	0.035	1	FALSE	Other	-0
P2RY1	5.993295228978382e-4	0.05248690995450358	0.047	0.028	1	FALSE	Other	-0
WDR43	6.002110628332691e-4	0.11354197802545413	0.136	0.103	1	FALSE	Other	-0
MTHFD1L	6.013953311056117e-4	0.07521290628234523	0.086	0.06	1	FALSE	Other	-0
TENT4B	6.030765446956521e-4	-0.05244912401806029	0.021	0.036	1	FALSE	Other	-0
ATP6V0D1	6.052460653147211e-4	-0.10232532547247096	0.329	0.371	1	FALSE	Other	-0
EPRS	6.099026557991428e-4	0.0957718621050554	0.309	0.258	1	FALSE	Other	-0
NPIPB5	6.186546647900807e-4	-0.06409502468771555	0.118	0.151	1	FALSE	Other	-0
AC135893.1	6.191294311673463e-4	-0.02292584032655476	0.001	0.006	1	FALSE	Other	-0
EMSY	6.197526234161736e-4	-0.04780548440724264	0.03	0.048	1	FALSE	Other	-0
PYROXD2	6.200311569652213e-4	-0.01898687811654838	0.001	0.006	1	FALSE	Other	-0
LINC02757	6.229203405211074e-4	0.0310181470599019	0.008	0.001	1	FALSE	Other	-0
AC092828.1	6.278106491528859e-4	0.03046211783360367	0.012	0.003	1	FALSE	Other	-0
ICE1	6.288476937435603e-4	-0.0407644843944614	0.057	0.081	1	FALSE	Other	-0
AL356441.1	6.290831214475368e-4	0.02887622306815891	0.007	0.001	1	FALSE	Other	-0
SMIM20	6.294013168657873e-4	0.0764055543360796	0.05	0.03	1	FALSE	Other	-0
HSPA8	6.335317696702248e-4	0.062165637401279	0.213	0.172	1	FALSE	Other	-0
ADH5	6.337635259225865e-4	0.03547074471926403	0.077	0.052	1	FALSE	Other	-0
MPLKIP	6.364854624935075e-4	0.0734295711500364	0.142	0.108	1	FALSE	Other	-0
NUDT1	6.375531520636416e-4	0.05551580695046489	0.039	0.022	1	FALSE	Other	-0
AC132192.1	6.377089923551923e-4	0.02170728505347756	0.007	0.001	1	FALSE	Other	-0
TRG-AS1	6.428777520160412e-4	0.09575876214063514	0.06	0.039	1	FALSE	Other	-0
AC234772.2	6.433316547257823e-4	-0.0544570853800822	0.033	0.052	1	FALSE	Other	-0
ZFYVE28	6.445843863089464e-4	0.08563716214764441	0.071	0.047	1	FALSE	Other	-0
MANBAL	6.454834737087941e-4	-0.04759806616921294	0.009	0.019	1	FALSE	Other	-0
VPS53	6.459422362989594e-4	-0.04156381599783987	0.029	0.046	1	FALSE	Other	-0
CDYL	6.490553345735446e-4	-0.04634334430940889	0.06	0.085	1	FALSE	Other	-0
USP7	6.49995783308873e-4	-0.120863187827277	0.181	0.218	1	FALSE	Other	-0
HADHB	6.503790088622218e-4	-0.11502813197150048	0.061	0.085	1	FALSE	Other	-0
CSNK1A1	6.512399265455594e-4	-0.07755459325133063	0.525	0.557	1	FALSE	Other	-0
