gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
WDR83	1.5820810286520188	0.8494421555925132	4.212346355841119	0.20165534451235717	0.8401861752384419	0.9997946887506981
WDR83OS	35.290716931122645	0.10883737266380994	0.8865240352102335	0.12276866541807843	0.9022902878881952	0.9997946887506981
DHPS	4.0246336024464995	0.5839599048378855	2.782400677099022	0.2098762804524372	0.8337642353863279	0.9997946887506981
FBXW9	7.288814760889606	-0.684823688711903	2.157658273510166	-0.3173920991658257	0.7509461015007358	0.9997946887506981
TNPO2	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
TRIR	34.8623813279369	-0.2284398542744848	0.890853866651204	-0.2564279763786734	0.7976203878176544	0.9997946887506981
GET3	12.187191355427252	1.7423055754041237	1.4851952524217347	1.1731155028695044	0.24074949042058244	0.9997946887506981
JUNB	14.1729147011693	0.9997043565151288	1.3773153862601215	0.7258354669438968	0.46793964149191525	0.9997946887506981
PRDX2	5.862861855660594	-0.458875196435788	2.113232246512651	-0.2171437603193137	0.8280963116548704	0.9997946887506981
DNASE2	1.4689847566347085	1.435755837281711	4.385990028028819	0.32735045636366344	0.7434028340097503	0.9997946887506981
CALR	21.329845099589843	-0.04287111911394318	1.1277265158069218	-0.038015528156015395	0.9696753012993483	0.9997946887506981
RAD23A	6.921032319970989	0.49245233324781607	1.9297557824758713	0.2551889403414566	0.7985771726884959	0.9997946887506981
GADD45GIP1	8.689001876503024	-0.7612214926500638	1.7949577779163073	-0.42408880142781663	0.6715010522257568	0.9997946887506981
LYL1	34.24987350160324	0.12024793416965869	1.0196413361573946	0.11793159997104795	0.9061218547951764	0.9997946887506981
TRMT1	7.0413005672225815	0.5207379627251739	1.9367766535066255	0.26886836010871634	0.7880309856586849	0.9997946887506981
NACC1	1.695177300669329	0.43306281824195964	4.070825358920624	0.10638206753157936	0.9152792203701284	0.9997946887506981
STX10	4.1520738249323745	0.8496025772217027	2.4581455292587795	0.3456274525283655	0.729622711921488	0.9997946887506981
IER2	22.70578845424932	0.06554284479148403	1.0921420076488648	0.060013115815023894	0.9521451886094754	0.9997946887506981
